invoice_id,counterparty_canonical,expected_amount,expected_date,payment_method,status
INV-42-000348,Cred Avenue Pvt Ltd,9701.56,2025-04-20,UPI,paid
INV-42-000349,BigBasket Supermarket Pvt Ltd,18969.03,2025-12-04,UPI,paid
INV-42-000350,Ola Fleet Technologies,14399.28,2025-11-04,UPI,paid
INV-42-000351,Freshworks Inc,22502.44,2026-05-18,card,paid
INV-42-000352,Tata Consultancy Services,1662.19,2026-01-09,UPI,paid
INV-42-000353,Meesho Inc,10110.62,2026-07-18,UPI,paid
INV-42-000354,Vikram Enterprises,883.74,2025-03-12,RTGS,paid
INV-42-000355,BigBasket Supermarket Pvt Ltd,8079.34,2025-09-05,UPI,paid
INV-42-000356,BigBasket Supermarket Pvt Ltd,5740.32,2026-05-06,NEFT,paid
INV-42-000357,Lenskart Solutions Pvt Ltd,21614.08,2025-02-07,RTGS,paid
INV-42-000358,Lenskart Solutions Pvt Ltd,9485.19,2025-03-29,UPI,paid
INV-42-000359,Rahul Sharma,2142.93,2026-07-31,card,paid
INV-42-000360,BigBasket Supermarket Pvt Ltd,7269.77,2025-09-22,UPI,paid
INV-42-000361,Urban Company,11754.19,2026-01-19,UPI,paid
INV-42-000362,Meesho Inc,8111.99,2025-01-26,UPI,paid
INV-42-000363,Lenskart Solutions Pvt Ltd,13978.64,2025-12-18,UPI,paid
INV-42-000364,Nykaa E-Retail Pvt Ltd,7589.28,2026-04-09,UPI,paid
INV-42-000365,Ola Fleet Technologies,16442.38,2025-06-18,card,paid
INV-42-000366,Urban Company,9134.38,2026-03-13,card,paid
INV-42-000367,BigBasket Supermarket Pvt Ltd,2089.89,2026-03-19,UPI,paid
INV-42-000368,PharmEasy Health Solutions,7069.32,2025-01-05,NEFT,paid
INV-42-000369,Deepika Textiles Pvt Ltd,3955.71,2026-04-14,UPI,paid
INV-42-000370,Nykaa E-Retail Pvt Ltd,23103.15,2026-02-02,NEFT,paid
INV-42-000371,Infosys BPM Ltd,32669.41,2025-11-01,card,paid
INV-42-000372,Rahul Sharma,5547.98,2025-04-30,UPI,paid
INV-42-000373,Urban Company,6999.38,2026-01-28,UPI,paid
INV-42-000374,Urban Company,4422.39,2025-10-23,UPI,paid
INV-42-000375,BigBasket Supermarket Pvt Ltd,2764.79,2025-01-10,UPI,paid
INV-42-000376,Infosys BPM Ltd,10657.98,2026-02-23,NEFT,paid
INV-42-000377,Ola Fleet Technologies,7950.42,2025-02-01,RTGS,paid
INV-42-000378,Zomato Ltd,4459.36,2026-04-14,NEFT,paid
INV-42-000379,Nykaa E-Retail Pvt Ltd,8425.74,2025-10-02,RTGS,paid
INV-42-000380,Infosys BPM Ltd,17073.68,2026-03-12,UPI,paid
INV-42-000381,Deepika Textiles Pvt Ltd,7192.96,2025-03-31,UPI,paid
INV-42-000382,Deepika Textiles Pvt Ltd,948.08,2025-12-26,card,unpaid
INV-42-000383,BigBasket Supermarket Pvt Ltd,18648.67,2025-07-31,RTGS,paid
INV-42-000384,Urban Company,9699.45,2025-10-27,UPI,paid
INV-42-000385,PharmEasy Health Solutions,2123.51,2025-09-11,RTGS,paid
INV-42-000386,Nykaa E-Retail Pvt Ltd,9542.11,2026-03-01,UPI,paid
INV-42-000387,Ola Fleet Technologies,16239.81,2025-10-12,NEFT,paid
INV-42-000388,BigBasket Supermarket Pvt Ltd,7753.07,2025-04-06,NEFT,paid
INV-42-000389,Rahul Sharma,6414.39,2026-07-02,UPI,paid
INV-42-000390,Ola Fleet Technologies,8006.02,2025-10-18,UPI,unpaid
INV-42-000391,Meesho Inc,7828.33,2025-02-19,UPI,paid
INV-42-000392,Ola Fleet Technologies,3066.73,2026-03-15,UPI,paid
INV-42-000393,Swiggy Bundl Technologies,10671.9,2025-10-08,UPI,paid
INV-42-000394,Zomato Ltd,16704.89,2025-02-23,UPI,paid
INV-42-000395,Priya Menon Consulting,2461.54,2025-04-08,UPI,paid
INV-42-000396,Swiggy Bundl Technologies,2162.38,2025-01-10,UPI,paid
INV-42-000397,Swiggy Bundl Technologies,49928.26,2026-05-05,UPI,paid
INV-42-000398,Anand Freelance Studio,3314.4,2025-11-03,UPI,paid
INV-42-000399,Deepika Textiles Pvt Ltd,2503.6,2025-01-09,NEFT,paid
INV-42-000400,Infosys BPM Ltd,1394.16,2026-02-26,NEFT,paid
INV-42-000401,Freshworks Inc,5422.33,2025-05-24,UPI,paid
INV-42-000402,Razorpay Software Pvt Ltd,14175.71,2025-10-19,RTGS,paid
INV-42-000403,PharmEasy Health Solutions,11501.31,2026-06-15,NEFT,paid
INV-42-000404,Infosys BPM Ltd,23014.22,2025-09-03,UPI,paid
INV-42-000405,Nykaa E-Retail Pvt Ltd,11019.74,2025-01-13,card,paid
INV-42-000406,Swiggy Bundl Technologies,29457.14,2026-01-10,UPI,paid
INV-42-000407,Nykaa E-Retail Pvt Ltd,9290.74,2025-08-09,UPI,paid
INV-42-000408,Ola Fleet Technologies,8328.84,2026-05-29,RTGS,paid
INV-42-000409,BigBasket Supermarket Pvt Ltd,12956.03,2025-06-06,UPI,paid
INV-42-000410,Urban Company,8885.87,2025-03-09,UPI,paid
INV-42-000411,Vikram Enterprises,4749.91,2026-03-21,UPI,paid
INV-42-000412,Zomato Ltd,17152.32,2025-06-29,UPI,paid
INV-42-000413,Priya Menon Consulting,9544.07,2025-09-23,UPI,paid
INV-42-000414,Deepika Textiles Pvt Ltd,15542.15,2025-03-07,UPI,paid
INV-42-000415,Infosys BPM Ltd,5316.31,2026-08-11,NEFT,paid
INV-42-000416,Anand Freelance Studio,582.5,2025-07-03,card,paid
INV-42-000417,Urban Company,6744.19,2026-03-03,card,paid
INV-42-000418,Ola Fleet Technologies,9185.91,2025-02-23,UPI,paid
INV-42-000419,Sundaram Logistics Pvt Ltd,7516.88,2025-11-15,UPI,paid
INV-42-000420,Zomato Ltd,2808.7,2025-11-08,NEFT,paid
INV-42-000421,Infosys BPM Ltd,39821.39,2026-07-14,RTGS,paid
INV-42-000422,Zomato Ltd,6760.84,2025-12-21,NEFT,paid
INV-42-000423,Zomato Ltd,2816.76,2026-01-21,RTGS,paid
INV-42-000424,Swiggy Bundl Technologies,8607.8,2026-05-19,card,paid
INV-42-000425,Priya Menon Consulting,1774.13,2026-03-22,NEFT,paid
INV-42-000426,Tata Consultancy Services,3031.42,2025-12-01,UPI,paid
INV-42-000427,Zomato Ltd,1006.48,2026-08-22,UPI,paid
INV-42-000428,BigBasket Supermarket Pvt Ltd,5845.6,2026-01-02,card,paid
INV-42-000429,Tata Consultancy Services,5365.49,2025-06-11,RTGS,paid
INV-42-000430,Priya Menon Consulting,9928.71,2025-12-02,UPI,paid
INV-42-000431,Sundaram Logistics Pvt Ltd,6846.95,2025-11-03,UPI,paid
INV-42-000432,Zomato Ltd,6189.0,2026-07-18,UPI,unpaid
INV-42-000433,Ola Fleet Technologies,4752.56,2025-03-28,NEFT,paid
INV-42-000434,Ola Fleet Technologies,24749.56,2025-05-12,UPI,paid
INV-42-000435,Ola Fleet Technologies,5571.86,2026-05-24,UPI,paid
INV-42-000436,Freshworks Inc,4713.16,2025-10-14,UPI,paid
INV-42-000437,Meesho Inc,13521.64,2026-05-26,UPI,paid
INV-42-000438,Zomato Ltd,5463.77,2025-07-24,NEFT,paid
INV-42-000439,Razorpay Software Pvt Ltd,2437.32,2026-01-03,UPI,paid
INV-42-000440,Infosys BPM Ltd,9408.95,2025-10-04,UPI,paid
INV-42-000441,Freshworks Inc,9846.79,2025-08-27,card,paid
INV-42-000442,Cred Avenue Pvt Ltd,1138.93,2025-02-27,RTGS,paid
INV-42-000443,Meesho Inc,27406.2,2025-06-27,UPI,paid
INV-42-000444,Ola Fleet Technologies,39477.17,2026-07-31,card,paid
INV-42-000445,Ola Fleet Technologies,39583.48,2025-06-29,UPI,paid
INV-42-000446,Razorpay Software Pvt Ltd,3239.58,2025-01-01,UPI,paid
INV-42-000447,Ola Fleet Technologies,6009.47,2025-11-28,UPI,paid
INV-42-000448,Priya Menon Consulting,8637.98,2025-03-16,UPI,paid
INV-42-000449,BigBasket Supermarket Pvt Ltd,3353.57,2025-05-20,card,paid
INV-42-000450,BigBasket Supermarket Pvt Ltd,12324.1,2025-11-21,UPI,paid
INV-42-000451,Priya Menon Consulting,2865.31,2025-06-29,UPI,unpaid
INV-42-000452,Tata Consultancy Services,16817.13,2026-08-05,UPI,paid
INV-42-000453,Lenskart Solutions Pvt Ltd,40076.82,2025-05-25,UPI,paid
INV-42-000454,Infosys BPM Ltd,3767.1,2025-04-01,RTGS,paid
INV-42-000455,Anand Freelance Studio,1880.13,2025-12-25,UPI,paid
INV-42-000456,Zomato Ltd,4194.11,2025-06-20,card,paid
INV-42-000457,Infosys BPM Ltd,8769.9,2026-05-06,RTGS,paid
INV-42-000458,Deepika Textiles Pvt Ltd,3743.74,2025-02-04,UPI,paid
INV-42-000459,Vikram Enterprises,3954.23,2026-07-15,card,paid
INV-42-000460,Zomato Ltd,5918.65,2026-07-08,UPI,paid
INV-42-000461,Razorpay Software Pvt Ltd,1597.54,2026-05-18,UPI,paid
INV-42-000462,BigBasket Supermarket Pvt Ltd,3169.89,2026-05-07,UPI,paid
INV-42-000463,Freshworks Inc,5709.43,2025-04-29,UPI,paid
INV-42-000464,Nykaa E-Retail Pvt Ltd,10652.76,2026-07-12,UPI,paid
INV-42-000465,Infosys BPM Ltd,7141.59,2025-10-03,NEFT,paid
INV-42-000466,Priya Menon Consulting,1240.98,2026-07-09,UPI,paid
INV-42-000467,Razorpay Software Pvt Ltd,2681.28,2026-06-20,UPI,paid
INV-42-000468,PharmEasy Health Solutions,5834.55,2026-05-03,UPI,paid
INV-42-000469,PharmEasy Health Solutions,8609.27,2025-05-31,UPI,paid
INV-42-000470,Freshworks Inc,13975.08,2026-03-10,UPI,paid
INV-42-000471,Freshworks Inc,14537.11,2025-09-22,UPI,paid
INV-42-000472,Ola Fleet Technologies,1925.12,2026-07-20,UPI,paid
INV-42-000473,BigBasket Supermarket Pvt Ltd,12063.67,2026-03-06,UPI,paid
INV-42-000474,Meesho Inc,60747.11,2026-07-03,card,paid
INV-42-000475,Razorpay Software Pvt Ltd,14163.37,2026-04-30,UPI,paid
INV-42-000476,Swiggy Bundl Technologies,14011.48,2025-02-09,UPI,paid
INV-42-000477,Priya Menon Consulting,2151.58,2025-10-03,card,paid
INV-42-000478,Ola Fleet Technologies,5310.63,2026-05-19,card,paid
INV-42-000479,Sundaram Logistics Pvt Ltd,4445.06,2026-03-30,RTGS,paid
INV-42-000480,Anand Freelance Studio,9681.54,2026-03-29,UPI,paid
INV-42-000481,Anand Freelance Studio,22527.96,2025-06-12,UPI,paid
INV-42-000482,BigBasket Supermarket Pvt Ltd,20139.6,2026-08-06,UPI,paid
INV-42-000483,Ola Fleet Technologies,16207.68,2026-04-13,UPI,paid
INV-42-000484,Freshworks Inc,5544.86,2026-02-11,NEFT,paid
INV-42-000485,Zomato Ltd,4988.81,2025-07-01,card,paid
INV-42-000486,Urban Company,1842.26,2025-09-22,NEFT,paid
INV-42-000487,Tata Consultancy Services,6573.33,2026-08-09,RTGS,paid
INV-42-000488,Freshworks Inc,4745.6,2026-02-24,UPI,paid
INV-42-000489,Sundaram Logistics Pvt Ltd,13834.38,2025-05-16,NEFT,paid
INV-42-000490,Zomato Ltd,1139.8,2025-11-09,NEFT,paid
INV-42-000491,Tata Consultancy Services,7472.79,2025-11-06,NEFT,paid
INV-42-000492,BigBasket Supermarket Pvt Ltd,2305.41,2026-01-19,NEFT,paid
INV-42-000493,Tata Consultancy Services,14036.17,2025-12-11,card,paid
INV-42-000494,PharmEasy Health Solutions,2260.9,2025-11-02,UPI,paid
INV-42-000495,Razorpay Software Pvt Ltd,18093.03,2025-11-24,NEFT,paid
INV-42-000496,Cred Avenue Pvt Ltd,6597.61,2025-02-06,NEFT,paid
INV-42-000497,Ola Fleet Technologies,3481.43,2026-07-02,NEFT,unpaid
INV-42-000498,Vikram Enterprises,5930.14,2025-06-24,RTGS,paid
INV-42-000499,Freshworks Inc,1159.46,2025-07-07,card,paid
INV-42-000500,Cred Avenue Pvt Ltd,4665.07,2025-11-11,UPI,paid
INV-42-000501,Infosys BPM Ltd,4665.07,2025-11-10,NEFT,paid
INV-42-000502,Swiggy Bundl Technologies,11236.05,2026-04-29,card,paid
INV-42-000503,PharmEasy Health Solutions,6245.47,2025-02-25,card,paid
INV-42-000504,Sundaram Logistics Pvt Ltd,5968.04,2026-04-08,UPI,paid
INV-42-000505,Swiggy Bundl Technologies,18034.38,2025-04-01,UPI,paid
INV-42-000506,BigBasket Supermarket Pvt Ltd,6570.28,2025-01-05,UPI,paid
INV-42-000507,Infosys BPM Ltd,2678.69,2026-06-28,UPI,paid
INV-42-000508,Cred Avenue Pvt Ltd,2286.12,2025-12-19,UPI,paid
INV-42-000509,Nykaa E-Retail Pvt Ltd,5882.5,2025-02-16,UPI,paid
INV-42-000510,Anand Freelance Studio,10144.7,2025-05-18,UPI,paid
INV-42-000511,Infosys BPM Ltd,23915.51,2025-08-22,UPI,paid
INV-42-000512,Freshworks Inc,23915.51,2025-08-20,UPI,paid
INV-42-000513,Swiggy Bundl Technologies,38871.62,2026-01-20,card,paid
INV-42-000514,Urban Company,16678.33,2025-01-21,UPI,paid
INV-42-000515,BigBasket Supermarket Pvt Ltd,3722.98,2025-06-06,UPI,paid
INV-42-000516,Zomato Ltd,7073.46,2026-06-17,UPI,paid
INV-42-000517,Swiggy Bundl Technologies,14333.55,2025-05-01,UPI,paid
INV-42-000518,Nykaa E-Retail Pvt Ltd,17291.15,2026-06-20,card,paid
INV-42-000519,BigBasket Supermarket Pvt Ltd,2538.99,2025-08-01,NEFT,paid
INV-42-000520,Razorpay Software Pvt Ltd,1973.49,2026-05-21,UPI,paid
INV-42-000521,Urban Company,11897.46,2025-09-20,NEFT,paid
INV-42-000522,Sundaram Logistics Pvt Ltd,5522.66,2025-06-28,card,paid
INV-42-000523,Infosys BPM Ltd,13036.02,2025-04-29,UPI,paid
INV-42-000524,Zomato Ltd,40716.67,2025-06-24,UPI,paid
INV-42-000525,Vikram Enterprises,2121.47,2026-01-17,RTGS,paid
INV-42-000526,Swiggy Bundl Technologies,2121.47,2026-01-15,UPI,paid
INV-42-000527,Ola Fleet Technologies,14213.66,2026-03-08,NEFT,paid
INV-42-000528,Swiggy Bundl Technologies,11178.54,2025-06-13,UPI,paid
INV-42-000529,Nykaa E-Retail Pvt Ltd,9793.38,2026-01-24,RTGS,paid
INV-42-000530,Zomato Ltd,9793.38,2026-01-25,NEFT,paid
INV-42-000531,Sundaram Logistics Pvt Ltd,2936.24,2025-02-17,UPI,paid
INV-42-000532,Zomato Ltd,26817.11,2026-08-14,NEFT,paid
INV-42-000533,Vikram Enterprises,26849.75,2025-04-08,UPI,paid
INV-42-000534,Nykaa E-Retail Pvt Ltd,16397.35,2025-06-02,RTGS,paid
INV-42-000535,Sundaram Logistics Pvt Ltd,2227.81,2025-09-04,UPI,paid
INV-42-000536,Nykaa E-Retail Pvt Ltd,9186.34,2025-08-29,UPI,paid
INV-42-000537,Meesho Inc,2279.57,2025-11-20,UPI,paid
INV-42-000538,Cred Avenue Pvt Ltd,2852.69,2026-07-25,UPI,paid
INV-42-000539,Ola Fleet Technologies,32087.06,2026-04-13,card,paid
INV-42-000540,Zomato Ltd,3698.97,2026-07-28,RTGS,paid
INV-42-000541,Priya Menon Consulting,5510.78,2025-04-10,RTGS,paid
INV-42-000542,Infosys BPM Ltd,4138.6,2025-04-19,UPI,paid
INV-42-000543,Swiggy Bundl Technologies,26970.07,2025-04-20,UPI,paid
INV-42-000544,Swiggy Bundl Technologies,16207.56,2025-07-15,NEFT,paid
INV-42-000545,BigBasket Supermarket Pvt Ltd,14791.32,2026-04-07,UPI,paid
INV-42-000546,Nykaa E-Retail Pvt Ltd,18330.39,2026-03-20,RTGS,paid
INV-42-000547,Urban Company,17859.82,2026-08-16,UPI,paid
INV-42-000548,Swiggy Bundl Technologies,15025.97,2025-11-26,UPI,paid
INV-42-000549,Sundaram Logistics Pvt Ltd,30566.08,2025-05-17,UPI,paid
INV-42-000550,PharmEasy Health Solutions,9145.03,2026-07-15,card,paid
INV-42-000551,Vikram Enterprises,10468.92,2025-10-25,NEFT,paid
INV-42-000552,Swiggy Bundl Technologies,2731.76,2025-11-27,NEFT,paid
INV-42-000553,Urban Company,75374.76,2026-03-04,NEFT,paid
INV-42-000554,Urban Company,22225.72,2025-01-14,UPI,paid
INV-42-000555,Infosys BPM Ltd,22225.72,2025-01-11,UPI,paid
INV-42-000556,Razorpay Software Pvt Ltd,11290.58,2025-03-05,NEFT,paid
INV-42-000557,Deepika Textiles Pvt Ltd,19017.18,2025-09-01,UPI,paid
INV-42-000558,Priya Menon Consulting,11076.41,2026-01-26,UPI,paid
INV-42-000559,Sundaram Logistics Pvt Ltd,4247.8,2025-01-14,NEFT,unpaid
INV-42-000560,PharmEasy Health Solutions,22009.92,2025-08-19,card,paid
INV-42-000561,Cred Avenue Pvt Ltd,19317.25,2025-07-21,RTGS,paid
INV-42-000562,Tata Consultancy Services,1686.76,2025-07-11,card,unpaid
INV-42-000563,Swiggy Bundl Technologies,3029.48,2025-09-28,UPI,paid
INV-42-000564,Razorpay Software Pvt Ltd,3290.76,2025-06-08,UPI,paid
INV-42-000565,Meesho Inc,25030.19,2025-11-05,UPI,paid
INV-42-000566,Infosys BPM Ltd,15411.73,2025-08-14,card,paid
INV-42-000567,Deepika Textiles Pvt Ltd,2563.12,2026-02-18,UPI,paid
INV-42-000568,Freshworks Inc,5398.73,2025-08-12,card,paid
INV-42-000569,Nykaa E-Retail Pvt Ltd,11873.42,2025-01-10,UPI,paid
INV-42-000570,Razorpay Software Pvt Ltd,120412.3,2025-09-07,card,paid
INV-42-000571,Tata Consultancy Services,5523.4,2025-10-17,UPI,paid
INV-42-000572,Deepika Textiles Pvt Ltd,8475.81,2026-05-14,UPI,paid
INV-42-000573,Freshworks Inc,12261.83,2025-06-21,card,paid
INV-42-000574,Urban Company,12261.83,2025-06-24,UPI,paid
INV-42-000575,Rahul Sharma,7111.08,2026-07-05,RTGS,paid
INV-42-000576,Anand Freelance Studio,4695.37,2025-03-15,NEFT,paid
INV-42-000577,BigBasket Supermarket Pvt Ltd,6095.17,2025-02-25,UPI,paid
INV-42-000578,Zomato Ltd,6248.97,2026-02-19,UPI,paid
INV-42-000579,Rahul Sharma,9414.36,2025-03-06,RTGS,paid
INV-42-000580,Priya Menon Consulting,5792.08,2026-03-25,UPI,paid
INV-42-000581,Zomato Ltd,4104.44,2026-02-05,RTGS,paid
INV-42-000582,Tata Consultancy Services,10881.76,2026-01-18,card,paid
INV-42-000583,PharmEasy Health Solutions,9752.69,2026-07-15,card,paid
INV-42-000584,Deepika Textiles Pvt Ltd,20943.43,2026-02-27,card,paid
INV-42-000585,Swiggy Bundl Technologies,2267.59,2025-09-16,UPI,paid
INV-42-000586,Ola Fleet Technologies,7095.37,2025-10-25,NEFT,paid
INV-42-000587,Freshworks Inc,105644.83,2026-01-01,UPI,paid
INV-42-000588,Swiggy Bundl Technologies,51404.69,2025-11-22,UPI,paid
INV-42-000589,Cred Avenue Pvt Ltd,11526.43,2026-08-04,UPI,paid
INV-42-000590,BigBasket Supermarket Pvt Ltd,1552.29,2026-03-23,UPI,paid
INV-42-000591,Rahul Sharma,4914.39,2026-04-02,UPI,paid
INV-42-000592,Urban Company,2269.71,2025-10-15,card,paid
INV-42-000593,Urban Company,1793.46,2025-02-01,RTGS,paid
INV-42-000594,Deepika Textiles Pvt Ltd,9672.15,2025-06-02,UPI,paid
INV-42-000595,Deepika Textiles Pvt Ltd,13465.59,2026-04-21,UPI,paid
INV-42-000596,Infosys BPM Ltd,26137.35,2025-05-24,UPI,paid
INV-42-000597,Vikram Enterprises,16403.34,2026-01-03,UPI,paid
INV-42-000598,Razorpay Software Pvt Ltd,5039.28,2025-07-31,UPI,paid
INV-42-000599,Infosys BPM Ltd,10762.87,2025-09-27,NEFT,paid
INV-42-000600,Infosys BPM Ltd,5141.51,2025-03-21,UPI,paid
INV-42-000601,Lenskart Solutions Pvt Ltd,8425.88,2025-12-20,UPI,paid
INV-42-000602,Meesho Inc,8129.82,2025-06-19,UPI,paid
INV-42-000603,Tata Consultancy Services,4269.0,2025-05-02,NEFT,paid
INV-42-000604,Tata Consultancy Services,1289.22,2026-05-06,UPI,paid
INV-42-000605,Ola Fleet Technologies,9276.64,2026-06-09,UPI,paid
INV-42-000606,Zomato Ltd,5139.99,2026-02-20,NEFT,paid
INV-42-000607,Zomato Ltd,22073.44,2025-10-18,card,paid
INV-42-000608,Meesho Inc,7441.65,2025-08-13,RTGS,paid
INV-42-000609,Ola Fleet Technologies,14835.37,2026-06-08,UPI,paid
INV-42-000610,Infosys BPM Ltd,6798.95,2025-08-24,UPI,paid
INV-42-000611,Zomato Ltd,11929.62,2026-03-06,RTGS,paid
INV-42-000612,Freshworks Inc,38156.88,2026-06-29,UPI,paid
INV-42-000613,Nykaa E-Retail Pvt Ltd,1920.98,2025-01-02,card,paid
INV-42-000614,Cred Avenue Pvt Ltd,8553.17,2025-02-14,NEFT,paid
INV-42-000615,Vikram Enterprises,7191.72,2025-12-25,NEFT,paid
INV-42-000616,Deepika Textiles Pvt Ltd,11345.81,2025-05-18,UPI,paid
INV-42-000617,Lenskart Solutions Pvt Ltd,1636.62,2026-07-11,UPI,paid
INV-42-000618,Priya Menon Consulting,23362.33,2025-05-01,UPI,paid
INV-42-000619,Freshworks Inc,17939.05,2025-04-20,UPI,paid
INV-42-000620,Razorpay Software Pvt Ltd,20968.91,2026-01-10,NEFT,paid
INV-42-000621,BigBasket Supermarket Pvt Ltd,2917.78,2026-07-25,UPI,unpaid
INV-42-000622,Urban Company,4683.03,2025-12-19,RTGS,paid
INV-42-000623,Swiggy Bundl Technologies,15331.8,2025-08-24,UPI,paid
INV-42-000624,Swiggy Bundl Technologies,3883.65,2025-12-13,RTGS,paid
INV-42-000625,Rahul Sharma,2611.97,2025-01-06,RTGS,paid
INV-42-000626,Nykaa E-Retail Pvt Ltd,9602.1,2025-09-27,UPI,paid
INV-42-000627,Zomato Ltd,11700.1,2025-02-28,card,paid
INV-42-000628,Cred Avenue Pvt Ltd,7200.93,2026-06-15,UPI,paid
INV-42-000629,Meesho Inc,8364.72,2025-06-23,NEFT,paid
INV-42-000630,Cred Avenue Pvt Ltd,4554.92,2026-02-09,UPI,paid
INV-42-000631,Zomato Ltd,10717.07,2026-07-27,card,paid
INV-42-000632,Sundaram Logistics Pvt Ltd,3372.43,2025-07-19,UPI,paid
INV-42-000633,Zomato Ltd,2933.19,2026-07-27,UPI,paid
INV-42-000634,Vikram Enterprises,11826.84,2026-01-22,NEFT,paid
INV-42-000635,Deepika Textiles Pvt Ltd,30211.36,2026-04-17,card,paid
INV-42-000636,Nykaa E-Retail Pvt Ltd,4421.75,2025-08-14,NEFT,paid
INV-42-000637,Tata Consultancy Services,34696.74,2025-01-10,NEFT,paid
INV-42-000638,Tata Consultancy Services,4353.85,2025-12-17,UPI,paid
INV-42-000639,Nykaa E-Retail Pvt Ltd,953.63,2025-10-03,UPI,paid
INV-42-000640,Vikram Enterprises,1313.32,2025-08-29,NEFT,paid
INV-42-000641,Freshworks Inc,4395.58,2025-12-31,UPI,paid
INV-42-000642,Lenskart Solutions Pvt Ltd,18151.4,2025-01-07,RTGS,paid
INV-42-000643,Zomato Ltd,7539.6,2026-05-20,card,paid
INV-42-000644,Meesho Inc,5294.14,2026-06-08,UPI,paid
INV-42-000645,Meesho Inc,7533.46,2026-05-30,UPI,paid
INV-42-000646,Deepika Textiles Pvt Ltd,7516.59,2026-06-15,UPI,paid
INV-42-000647,Zomato Ltd,2790.93,2025-11-30,UPI,paid
INV-42-000648,Freshworks Inc,4908.99,2025-12-18,UPI,paid
INV-42-000649,Freshworks Inc,13275.92,2026-02-15,UPI,paid
INV-42-000650,Swiggy Bundl Technologies,9432.29,2025-04-13,NEFT,paid
INV-42-000651,Urban Company,16063.38,2025-06-03,UPI,paid
INV-42-000652,BigBasket Supermarket Pvt Ltd,12492.29,2025-11-20,RTGS,paid
INV-42-000653,Urban Company,9644.03,2025-06-17,UPI,paid
INV-42-000654,Nykaa E-Retail Pvt Ltd,11666.26,2025-12-09,UPI,paid
INV-42-000655,Urban Company,16811.45,2026-02-26,UPI,paid
INV-42-000656,Sundaram Logistics Pvt Ltd,2708.21,2026-07-06,UPI,paid
INV-42-000657,Infosys BPM Ltd,13653.62,2026-04-03,card,paid
INV-42-000658,Tata Consultancy Services,10278.46,2025-06-21,NEFT,paid
INV-42-000659,BigBasket Supermarket Pvt Ltd,10843.53,2025-03-15,UPI,paid
INV-42-000660,Tata Consultancy Services,18322.21,2026-02-09,UPI,paid
INV-42-000661,PharmEasy Health Solutions,4858.81,2026-04-07,UPI,paid
INV-42-000662,Zomato Ltd,22937.48,2025-03-23,UPI,paid
INV-42-000663,Swiggy Bundl Technologies,29148.1,2025-02-25,UPI,paid
INV-42-000664,Deepika Textiles Pvt Ltd,3386.6,2025-06-09,UPI,paid
INV-42-000665,Infosys BPM Ltd,1648.4,2026-03-30,NEFT,paid
INV-42-000666,Ola Fleet Technologies,18481.82,2026-05-03,UPI,paid
INV-42-000667,Vikram Enterprises,8836.64,2026-07-07,UPI,paid
INV-42-000668,Cred Avenue Pvt Ltd,13109.11,2026-06-21,NEFT,paid
INV-42-000669,Lenskart Solutions Pvt Ltd,7811.45,2025-04-02,UPI,paid
INV-42-000670,Razorpay Software Pvt Ltd,5145.61,2025-01-09,NEFT,paid
INV-42-000671,Deepika Textiles Pvt Ltd,2161.44,2025-10-27,NEFT,paid
INV-42-000672,Urban Company,7119.15,2026-02-04,RTGS,paid
INV-42-000673,Zomato Ltd,12091.87,2025-10-06,UPI,paid
INV-42-000674,Ola Fleet Technologies,3236.34,2025-07-06,UPI,paid
INV-42-000675,BigBasket Supermarket Pvt Ltd,6352.03,2026-05-19,UPI,paid
INV-42-000676,Zomato Ltd,8658.76,2025-04-15,UPI,paid
INV-42-000677,BigBasket Supermarket Pvt Ltd,4561.03,2026-05-26,card,paid
INV-42-000678,Ola Fleet Technologies,1517.46,2025-05-30,UPI,paid
INV-42-000679,Zomato Ltd,7653.67,2025-09-14,RTGS,paid
INV-42-000680,Swiggy Bundl Technologies,14062.27,2026-03-30,UPI,paid
INV-42-000681,Freshworks Inc,12100.62,2025-08-02,UPI,unpaid
INV-42-000682,Tata Consultancy Services,3878.96,2025-02-13,NEFT,paid
INV-42-000683,Swiggy Bundl Technologies,7775.0,2026-01-05,card,paid
INV-42-000684,Freshworks Inc,1590.79,2025-11-29,UPI,paid
INV-42-000685,Meesho Inc,6551.61,2025-02-13,NEFT,paid
INV-42-000686,Rahul Sharma,3730.11,2025-12-13,card,paid
INV-42-000687,Cred Avenue Pvt Ltd,35976.63,2025-05-09,UPI,unpaid
INV-42-000688,Urban Company,11409.17,2026-03-26,NEFT,paid
INV-42-000689,Infosys BPM Ltd,12866.53,2025-02-10,UPI,paid
INV-42-000690,Tata Consultancy Services,11795.56,2025-07-11,UPI,paid
INV-42-000691,Nykaa E-Retail Pvt Ltd,33339.02,2026-07-22,UPI,paid
INV-42-000692,BigBasket Supermarket Pvt Ltd,23762.74,2026-04-10,UPI,paid
INV-42-000693,Infosys BPM Ltd,1909.19,2026-07-06,RTGS,paid
INV-42-000694,Rahul Sharma,13161.46,2025-10-17,UPI,paid
INV-42-000695,Swiggy Bundl Technologies,8420.13,2025-05-13,UPI,paid
INV-42-000696,Swiggy Bundl Technologies,11590.79,2026-05-17,UPI,paid
INV-42-000697,Razorpay Software Pvt Ltd,4799.85,2025-03-14,UPI,paid
